sft_ct_nm,fac_gbn,instl_ymd,fac_type,plc_gbn,lon,lat
신길119안전센터,소화전,20031129,지하식(일반),주거지역,126.9201135,37.51143789
신길119안전센터,소화전,20031129,지하식(일반),소방차진입곤란,126.9192329,37.51239848
신길119안전센터,소화전,20031129,지하식(일반),주거지역,126.9184974,37.51129839
신길119안전센터,소화전,20031129,지하식(일반),소방차진입곤란,126.9156233,37.51109653
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9129751,37.51275984
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9143666,37.51327632
신길119안전센터,소화전,20031129,지상식,기타,126.9162518,37.5121498
신길119안전센터,소화전,20031129,지상식,소방차진입불가,126.9111262,37.51343251
신길119안전센터,소화전,20031129,지하식(일반),소방차진입곤란,126.9143924,37.50984505
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9121492,37.50824177
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9130188,37.50671215
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9123294,37.50759499
현장대응단,소화전,20031129,지상식,공업지역,126.889252,37.51457749
현장대응단,소화전,20031129,지상식,주거지역,126.9035026,37.50408662
여의도119안전센터,소화전,20031129,지상식,소방차진입불가,126.9264067,37.52024054
당산119안전센터,소화전,20031129,지하식(일반),상가지역,126.8973409,37.5254972
당산119안전센터,소화전,20031129,지상식,상가지역,126.9078732,37.52797445
신길119안전센터,소화전,20031129,지하식(일반),소방차진입곤란,126.9159704,37.51098523
신길119안전센터,소화전,20031129,지상식,상가지역,126.9154297,37.51152977
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9108369,37.51234649
대림119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9043715,37.48902385
대림119안전센터,소화전,20031129,지상식,소방차진입불가,126.9001341,37.50122763
현장대응단,소화전,20031129,지상식,주거지역,126.9088694,37.51027898
당산119안전센터,소화전,20031129,지하식(일반),상가지역,126.897474,37.52647571
대림119안전센터,소화전,20031129,지상식,소방차진입불가,126.8984301,37.50110473
대림119안전센터,소화전,20031129,지상식,소방차진입불가,126.8966941,37.50415159
신길119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.9123145,37.51150434
당산119안전센터,소화전,20031129,지하식(일반),소방차진입불가,126.8937405,37.53963873
현장대응단,소화전,20041021,지하식(일반),소방차진입불가,126.89826,37.51294802
현장대응단,소화전,20041021,지상식,소방차진입불가,126.8949553,37.5140566
현장대응단,소화전,20041021,지상식,소방차진입불가,126.898656,37.51394478
현장대응단,소화전,20041021,지하식(일반),소방차진입곤란,126.8996994,37.50733779
현장대응단,소화전,20041021,지상식,기타,126.8918138,37.52050116
현장대응단,소화전,20041021,지상식,상가지역,126.8910497,37.51594283
현장대응단,소화전,20041021,지상식,공업지역,126.8829002,37.51692649
현장대응단,소화전,20041021,지상식,소방차진입불가,126.909583,37.51169897
현장대응단,소화전,20041021,지하식(일반),소방차진입불가,126.9060161,37.51408007
현장대응단,소화전,20041021,지상식,소방차진입불가,126.9046079,37.52904477
현장대응단,소화전,20041021,지하식(일반),소방차진입불가,126.902908,37.52190312
현장대응단,소화전,20041021,지하식(일반),소방차진입불가,126.9045982,37.5053127
현장대응단,소화전,20041021,지하식(일반),주거지역,126.9055181,37.50365306
현장대응단,소화전,20041021,지하식(일반),상가지역,126.9090759,37.52131598
현장대응단,소화전,20041021,지하식(일반),시장지역,126.9089372,37.5215587
현장대응단,소화전,20041021,지하식(일반),기타,126.9056687,37.5238208
현장대응단,소화전,20041021,지하식(일반),기타,126.9044486,37.51867636
현장대응단,소화전,20041021,지하식(일반),주거지역,126.9072103,37.50911459
현장대응단,소화전,20041021,지하식(일반),기타,126.9071266,37.52167406
당산119안전센터,소화전,20041021,지상식,소방차진입불가,126.8900758,37.52530289
당산119안전센터,소화전,20041021,지하식(일반),상가지역,126.8973656,37.53593361
당산119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8937155,37.53870924
당산119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8948951,37.54033336
당산119안전센터,소화전,20041021,지상식,공업지역,126.8930088,37.53544022
당산119안전센터,소화전,20041021,지하식(일반),상가지역,126.8837183,37.52526184
당산119안전센터,소화전,20190404,지상식,주거지역,126.9028077,37.5287757
당산119안전센터,소화전,20041021,지상식,상가지역,126.8981866,37.52885254
당산119안전센터,소화전,20041021,지하식(일반),상가지역,126.8997483,37.53614721
당산119안전센터,소화전,20041021,지상식,상가지역,126.9083063,37.52691647
당산119안전센터,소화전,20201211,지하식(일반),주거지역,126.8959709,37.52082259
당산119안전센터,소화전,20041021,지상식,상가지역,126.8952005,37.53900745
여의도119안전센터,소화전,20041021,지상식,소방차진입불가,126.923399,37.52863723
여의도119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9328818,37.51778511
여의도119안전센터,소화전,20041021,지상식,소방차진입불가,126.9280414,37.52291203
신길119안전센터,소화전,20041021,지하식(일반),상가지역,126.9144719,37.51131807
신길119안전센터,소화전,20041021,지하식(일반),소방차진입곤란,126.9161618,37.51119728
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9191771,37.51574855
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9185883,37.51495247
신길119안전센터,소화전,20041021,지하식(일반),주거지역,126.9195972,37.51097055
신길119안전센터,소화전,20041021,지하식(일반),주거지역,126.9214009,37.50927508
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.916424,37.51538065
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9166726,37.51630075
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9125519,37.51207341
신길119안전센터,소화전,20041021,지상식,소방차진입불가,126.9117636,37.51120723
현장대응단,소화전,20041021,지하식(일반),주거지역,126.909656,37.50897043
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9122027,37.50565449
신길119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9136893,37.50550386
신길119안전센터,소화전,20041021,지하식(일반),주거지역,126.921989,37.50536844
신길119안전센터,소화전,20041021,지상식,상가지역,126.9222066,37.50548157
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9006873,37.50089563
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.897845,37.49115089
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.901657,37.50100429
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9007735,37.50164128
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9024781,37.48771215
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8992546,37.49144601
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8958215,37.49475198
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9026746,37.49619133
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9057004,37.49018001
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.904834,37.4949561
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8974386,37.50387635
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8959561,37.50111681
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.8973908,37.50340734
대림119안전센터,소화전,20041021,지하식(일반),주거지역,126.9198558,37.50094073
대림119안전센터,소화전,20041021,지하식(일반),주거지역,126.9191793,37.50120769
대림119안전센터,소화전,20041021,지하식(일반),소방차진입불가,126.9175554,37.50080814
당산119안전센터,소화전,20041021,지상식,상가지역,126.8899251,37.52308782
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.9255739,37.52094307
여의도119안전센터,소화전,19930901,지하식(일반),상가지역,126.9291128,37.52519132
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.9328532,37.52616298
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.9306778,37.52149462
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.916437,37.52827004
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.9181384,37.52912655
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.9202994,37.53073929
여의도119안전센터,소화전,19930901,지상식,소방차진입불가,126.9206004,37.53054992
당산119안전센터,소화전,19930901,지상식,주거지역,126.8950699,37.53711766
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8983463,37.53752913
당산119안전센터,소화전,19930901,지하식(일반),기타,126.897324,37.53688638
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8979773,37.53439333
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8996428,37.53674727
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.9014324,37.53588463
당산119안전센터,소화전,19930901,지상식,상가지역,126.9024213,37.53499157
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.9030945,37.53496482
당산119안전센터,소화전,19930901,지상식,상가지역,126.9072693,37.52925457
당산119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.904703,37.53387223
당산119안전센터,소화전,19930901,지상식,상가지역,126.9058613,37.53220685
당산119안전센터,소화전,19930901,지상식,상가지역,126.9080488,37.52761184
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.908352,37.52603902
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8973818,37.53034417
당산119안전센터,소화전,19930901,지하식(일반),기타,126.9028128,37.5304831
당산119안전센터,소화전,19930901,지상식,주거지역,126.9007907,37.52791258
당산119안전센터,소화전,19930901,지상식,주거지역,126.8956353,37.52782614
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8932462,37.52769544
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8973355,37.52414119
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8986723,37.52545384
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8969346,37.5216711
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8989099,37.52136593
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8989337,37.52046702
당산119안전센터,소화전,19930901,지상식,상가지역,126.8939303,37.52241744
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8931921,37.52428753
당산119안전센터,소화전,19930901,지상식,주거지역,126.891883,37.52327568
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8910284,37.52350673
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8912278,37.52129828
당산119안전센터,소화전,19930901,지상식,상가지역,126.894328,37.52067715
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8893618,37.52557289
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.884724,37.52662253
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8858935,37.52489194
당산119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8852627,37.52495647
당산119안전센터,소화전,19930901,지상식,상가지역,126.8847903,37.52277207
당산119안전센터,소화전,19930901,지하식(일반),공업지역,126.8889731,37.54202704
당산119안전센터,소화전,19930901,지상식,주거지역,126.889123,37.524927
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8890053,37.52353151
당산119안전센터,소화전,19930901,지하식(일반),상가지역,126.8934574,37.53762952
당산119안전센터,소화전,19930901,지상식,상가지역,126.8921844,37.53905609
당산119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.89436,37.53901886
당산119안전센터,소화전,19930901,지하식(일반),공업지역,126.8893643,37.54120633
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8904578,37.54188742
당산119안전센터,소화전,19930901,지하식(일반),공업지역,126.890748,37.54332677
당산119안전센터,소화전,19930901,지하식(일반),주거지역,126.8895353,37.54341448
대림119안전센터,소화전,19930901,지상식,소방차진입불가,126.8960216,37.50300898
대림119안전센터,소화전,19930901,지하식(일반),화재경계지역,126.8995182,37.49190098
대림119안전센터,소화전,19930901,지하식(일반),화재경계지역,126.8996817,37.49078657
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8968463,37.49214204
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.903648,37.48913598
대림119안전센터,소화전,19930901,지상식,소방차진입불가,126.899308,37.49692562
대림119안전센터,소화전,19930901,지상식,소방차진입불가,126.9005922,37.49556574
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8982959,37.50394755
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8991352,37.49536241
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9030273,37.49016469
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9018426,37.49217008
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9009426,37.49169297
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8993934,37.49005696
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8983793,37.49168412
대림119안전센터,소화전,19930901,지하식(일반),주거지역,126.9171396,37.50122763
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8968146,37.49060777
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8977474,37.48962865
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9045708,37.48904122
대림119안전센터,소화전,19930901,지하식(일반),상가지역,126.9040306,37.49000937
대림119안전센터,소화전,19930901,지하식(일반),상가지역,126.9030991,37.48960144
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8975681,37.49885489
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8969282,37.49111586
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9003087,37.48751311
대림119안전센터,소화전,19930901,지상식,소방차진입불가,126.8990328,37.48840195
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9019943,37.49102232
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9001028,37.48879056
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9013153,37.48964673
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9029156,37.48796002
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9041119,37.4879919
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9003834,37.48959324
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8969156,37.49689662
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8989786,37.5037574
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.8999475,37.50280009
대림119안전센터,소화전,19930901,지하식(일반),소방차진입불가,126.9007854,37.48977261
신길119안전센터,소화전,19930901,지하식(일반),소방차진입곤란,126.9220354,37.51596302
현장대응단,소화전,19931001,지하식(일반),공업지역,126.8850775,37.51536629
현장대응단,소화전,19931001,지상식,공업지역,126.8881746,37.51508184
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.9154621,37.51428506
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.9111869,37.51150215
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.9125115,37.5121897
신길119안전센터,소화전,19931001,지상식,소방차진입불가,126.9121416,37.5112723
신길119안전센터,소화전,19931001,지상식,소방차진입불가,126.9156501,37.51192637
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.9142147,37.50566489
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.912927,37.5062651
신길119안전센터,소화전,19931001,지하식(일반),소방차진입곤란,126.9115552,37.50614577
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.9133409,37.50644218
신길119안전센터,소화전,19931001,지하식(일반),주거지역,126.9138583,37.50679629
여의도119안전센터,소화전,20191030,지하식(일반),상가지역,126.9219692,37.53028936
신길119안전센터,소화전,19931001,지하식(일반),소방차진입불가,126.9120746,37.50834651
현장대응단,소화전,19931101,지상식,기타,126.9025865,37.51947033
현장대응단,소화전,19931101,지하식(일반),소방차진입곤란,126.9079442,37.5103453
여의도119안전센터,소화전,19931101,지하식(일반),상가지역,126.9203475,37.528892
현장대응단,소화전,19931201,지상식,소방차진입불가,126.8926249,37.51393692
현장대응단,소화전,19931201,지하식(일반),주거지역,126.9082823,37.51055955
현장대응단,소화전,19931201,지하식(일반),주거지역,126.9035703,37.50938044
